Fold,Accuracy,MCC,Sensitivity,Specificity,AUC_ROC,Precision,F1,AUC_PR
3.0,0.7732043350445351,0.35694021029029116,0.5019557823129251,0.8531042128603105,0.7999381445113152,0.5062285636157663,0.5026650804691656,0.5045692360597981
